id|estado|cidade|bairro|rua|cep|numero|id_usuario
310|SP|São Paulo|Vila Maria Alta|Travessa Pedro Antônio de Alarcon|02136-010|395|310
311|SP|São Paulo|Vila Maria Alta|Travessa Pedro Antônio de Alarcon|02136-010|483|311
312|SP|São Paulo|Vila Maria Alta|Travessa Pedro Antônio de Alarcon|02136-010|879|312
313|SP|São Paulo|Vila Maria Alta|Travessa Pedro Antônio de Alarcon|02136-010|882|313
314|SP|São Paulo|Vila Maria Alta|Travessa Pedro Antônio de Alarcon|02136-010|434|314
315|SP|São Paulo|Vila Maria Alta|Travessa Pedro Antônio de Alarcon|02136-010|562|315
316|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|450|316
317|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|269|317
318|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|529|318
319|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|263|319
320|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|643|320
321|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|995|321
322|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|668|322
323|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|830|323
324|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|55|324
325|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|507|325
326|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|210|326
327|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|515|327
328|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|236|328
329|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|964|329
330|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|280|330
331|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|927|331
332|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|796|332
333|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|806|333
334|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|423|334
335|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|550|335
336|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|848|336
337|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|397|337
338|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|693|338
339|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|968|339
340|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|441|340
341|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|120|341
342|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|169|342
343|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|244|343
344|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|635|344
345|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|541|345
346|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|583|346
347|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|396|347
348|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|154|348
349|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|803|349
350|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|354|350
351|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|598|351
352|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|362|352
353|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|889|353
354|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|129|354
355|SP|Piracicaba|Garças|Rua Manoel de Toledo e Silva|13423-624|326|355
356|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|988|356
357|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|383|357
358|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|199|358
359|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|505|359
360|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|966|360
361|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|17|361
362|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|760|362
363|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|530|363
364|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|590|364
365|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|170|365
366|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|941|366
367|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|52|367
368|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|477|368
369|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|760|369
370|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|881|370
371|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|213|371
372|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|147|372
373|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|102|373
374|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|815|374
375|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|60|375
376|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|404|376
377|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|566|377
378|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|846|378
379|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|278|379
380|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|228|380
381|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|895|381
382|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|166|382
383|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|182|383
384|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|470|384
385|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|793|385
386|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|334|386
387|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|634|387
388|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|164|388
389|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|434|389
390|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|929|390
391|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|131|391
392|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|627|392
393|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|896|393
394|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|432|394
395|SP|Guarulhos|Vila Harmonia|Rua da Verdade|07061-052|106|395
396|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|175|396
397|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|193|397
398|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|874|398
399|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|963|399
400|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|713|400
401|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|135|401
402|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|221|402
403|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|387|403
404|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|995|404
405|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|98|405
406|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|930|406
407|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|343|407
408|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|92|408
409|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|202|409
410|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|269|410
411|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|658|411
412|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|208|412
413|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|77|413
414|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|560|414
415|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|416|415
416|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|124|416
417|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|662|417
418|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|219|418
419|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|689|419
420|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|743|420
421|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|976|421
422|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|65|422
423|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|109|423
424|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|120|424
425|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|239|425
426|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|839|426
427|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|32|427
428|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|635|428
429|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|714|429
430|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|990|430
431|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|142|431
432|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|309|432
433|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|714|433
434|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|366|434
435|SP|Piracicaba|Vivendas Bela Vista|Alameda Onze|13409-323|522|435
436|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|775|436
437|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|93|437
438|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|161|438
439|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|634|439
440|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|794|440
441|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|517|441
442|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|197|442
443|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|838|443
444|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|493|444
445|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|534|445
446|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|996|446
447|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|963|447
448|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|38|448
449|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|385|449
450|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|886|450
451|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|335|451
452|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|167|452
453|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|401|453
454|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|76|454
455|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|270|455
456|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|800|456
457|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|531|457
458|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|186|458
459|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|659|459
460|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|792|460
461|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|627|461
462|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|55|462
463|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|809|463
464|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|477|464
465|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|877|465
466|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|406|466
467|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|132|467
468|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|179|468
469|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|818|469
470|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|907|470
471|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|859|471
472|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|982|472
473|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|978|473
474|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|846|474
475|SP|Campinas|Núcleo Residencial Dois de Julho|Rua da Conquista|13060-674|876|475
476|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|528|476
477|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|880|477
478|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|873|478
479|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|184|479
480|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|847|480
481|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|268|481
482|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|970|482
483|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|970|483
484|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|64|484
485|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|644|485
486|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|482|486
487|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|634|487
488|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|418|488
489|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|11|489
490|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|77|490
491|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|261|491
492|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|248|492
493|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|102|493
494|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|289|494
495|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|940|495
496|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|803|496
497|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|355|497
498|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|895|498
499|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|621|499
500|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|835|500
501|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|628|501
502|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|28|502
503|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|18|503
504|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|180|504
505|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|119|505
506|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|549|506
507|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|801|507
508|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|770|508
509|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|210|509
510|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|606|510
511|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|771|511
512|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|468|512
513|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|228|513
514|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|91|514
515|SP|Ferraz de Vasconcelos|Jardim Primavera|Rua Oito|08535-311|57|515
516|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|606|516
517|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|926|517
518|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|645|518
519|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|736|519
520|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|307|520
521|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|242|521
522|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|348|522
523|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|233|523
524|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|891|524
525|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|138|525
526|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|529|526
527|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|826|527
528|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|863|528
529|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|851|529
530|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|968|530
531|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|118|531
532|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|962|532
533|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|71|533
534|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|38|534
535|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|316|535
536|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|419|536
537|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|18|537
538|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|234|538
539|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|984|539
540|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|855|540
541|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|494|541
542|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|608|542
543|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|244|543
544|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|456|544
545|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|213|545
546|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|1000|546
547|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|727|547
548|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|550|548
549|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|739|549
550|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|19|550
551|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|828|551
552|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|377|552
553|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|914|553
554|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|0|554
555|SP|Franca|Parque dos Pinhais|Rua das Grevilhas|14405-640|807|555
556|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|252|556
557|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|400|557
558|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|438|558
559|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|877|559
560|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|804|560
561|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|968|561
562|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|644|562
563|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|960|563
564|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|37|564
565|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|790|565
566|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|945|566
567|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|532|567
568|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|638|568
569|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|667|569
570|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|340|570
571|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|672|571
572|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|226|572
573|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|906|573
574|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|22|574
575|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|731|575
576|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|653|576
577|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|253|577
578|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|376|578
579|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|197|579
580|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|695|580
581|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|6|581
582|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|561|582
583|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|828|583
584|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|373|584
585|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|138|585
586|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|898|586
587|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|140|587
588|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|731|588
589|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|4|589
590|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|20|590
591|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|833|591
592|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|257|592
593|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|77|593
594|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|877|594
595|SP|Sumaré|Jardim Nova Esperança II|Rua Seis|13181-296|764|595
596|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|267|596
597|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|981|597
598|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|773|598
599|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|41|599
600|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|489|600
601|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|178|601
602|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|466|602
603|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|611|603
604|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|611|604
605|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|148|605
606|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|590|606
607|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|356|607
608|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|785|608
609|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|67|609
610|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|695|610
611|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|721|611
612|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|782|612
613|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|740|613
614|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|57|614
615|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|231|615
616|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|872|616
617|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|921|617
618|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|686|618
619|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|410|619
620|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|671|620
621|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|735|621
622|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|570|622
623|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|904|623
624|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|716|624
625|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|201|625
626|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|134|626
627|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|209|627
628|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|658|628
629|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|289|629
630|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|608|630
631|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|189|631
632|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|408|632
633|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|56|633
634|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|309|634
635|SP|São Paulo|Brasilândia|Rua Ministro Washington de Oliveira|02845-060|11|635
636|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|778|636
637|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|791|637
638|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|11|638
639|SP|Ferraz de Vasconcelos|Jardim Júlio de Carvalho|Rua Lucília de Carvalho Sbroco|08534-410|855|639
